slug,num,name_en,name_ja,type1,type2,hp,atk,def,spa,spd,spe,ability0_slug,ability1_slug,abilityH_slug,weight_kg,height_m,category,form_type,base_form_slug,fixed_item,fixed_tera_type,gender_rate,sprite_url,nfe,include
genesect,649,Genesect,ゲノセクト,Bug,Steel,71,120,95,120,95,99,download,,,82.5,1.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,false,○
bunnelby,659,Bunnelby,ホルビー,Normal,,38,36,38,32,36,57,pickup,cheekpouch,hugepower,5,0.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,true,○
diggersby,660,Diggersby,ホルード,Normal,Ground,85,56,77,50,77,78,pickup,cheekpouch,hugepower,42.4,1,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,false,○
pancham,674,Pancham,ヤンチャム,Fighting,,67,82,62,46,48,43,ironfist,moldbreaker,scrappy,8,0.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,true,○
pangoro,675,Pangoro,ゴロンダ,Fighting,Dark,95,124,78,69,71,58,ironfist,moldbreaker,scrappy,136,2.1,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,false,○
furfrou,676,Furfrou,トリミアン,Normal,,75,80,60,65,90,102,furcoat,,,28,1.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,false,○
honedge,679,Honedge,ヒトツキ,Steel,Ghost,45,80,100,35,37,28,noguard,,,2,0.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,true,○
doublade,680,Doublade,ニダンギル,Steel,Ghost,59,110,150,45,49,35,noguard,,,4.5,0.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,true,○
aegislash,681,Aegislash,ギルガルド,Steel,Ghost,60,50,140,50,140,60,stancechange,,,53,1.7,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,false,○
spritzee,682,Spritzee,シュシュプ,Fairy,,78,52,60,63,65,23,healer,,aromaveil,0.5,0.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,true,○
aromatisse,683,Aromatisse,フレフワン,Fairy,,101,72,72,99,89,29,healer,,aromaveil,15.5,0.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,false,○
swirlix,684,Swirlix,ペロッパフ,Fairy,,62,48,66,59,57,49,sweetveil,,unburden,3.5,0.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,true,○
slurpuff,685,Slurpuff,ペロリーム,Fairy,,82,80,86,85,75,72,sweetveil,,unburden,5,0.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,false,○
binacle,688,Binacle,カメテテ,Rock,Water,42,52,67,39,56,50,toughclaws,sniper,pickpocket,31,0.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,true,○
barbaracle,689,Barbaracle,ガメノデス,Rock,Water,72,105,115,54,86,68,toughclaws,sniper,pickpocket,96,1.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,false,○
helioptile,694,Helioptile,エリキテル,Electric,Normal,44,38,33,61,43,70,dryskin,sandveil,solarpower,6,0.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,true,○
heliolisk,695,Heliolisk,エレザード,Electric,Normal,62,55,52,109,94,109,dryskin,sandveil,solarpower,21,1,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,false,○
tyrunt,696,Tyrunt,チゴラス,Rock,Dragon,58,89,77,45,45,48,strongjaw,,sturdy,26,0.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,true,○
tyrantrum,697,Tyrantrum,ガチゴラス,Rock,Dragon,82,121,119,69,59,71,strongjaw,,rockhead,270,2.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,false,○
amaura,698,Amaura,アマルス,Rock,Ice,77,59,50,67,63,46,refrigerate,,snowwarning,25.2,1.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,true,○
aurorus,699,Aurorus,アマルルガ,Rock,Ice,123,77,72,99,92,58,refrigerate,,snowwarning,225,2.7,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,false,○
pumpkaboo,710,Pumpkaboo,バケッチャ,Ghost,Grass,49,66,70,44,55,51,pickup,frisk,insomnia,5,0.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,true,○
gourgeist,711,Gourgeist,パンプジン,Ghost,Grass,65,90,122,58,75,84,pickup,frisk,insomnia,12.5,0.9,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,false,○
xerneas,716,Xerneas,ゼルネアス,Fairy,,126,131,95,131,98,99,fairyaura,,,215,3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,false,○
yveltal,717,Yveltal,イベルタル,Dark,Flying,126,131,95,131,98,99,darkaura,,,203,5.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,false,○
zygarde,718,Zygarde,ジガルデ,Dragon,Ground,108,100,121,81,95,95,aurabreak,,,305,5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,false,○
wishiwashi,746,Wishiwashi,ヨワシ,Water,,45,20,20,25,25,40,schooling,,,0.3,0.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,false,○
morelull,755,Morelull,ネマシュ,Grass,Fairy,40,35,55,65,75,15,illuminate,effectspore,raindish,1.5,0.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,true,○
shiinotic,756,Shiinotic,マシェード,Grass,Fairy,60,45,80,90,100,30,illuminate,effectspore,raindish,11.5,1,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,false,○
stufful,759,Stufful,ヌイコグマ,Normal,Fighting,70,75,50,45,50,50,fluffy,klutz,cutecharm,6.8,0.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,true,○
bewear,760,Bewear,キテルグマ,Normal,Fighting,120,125,80,55,60,60,fluffy,klutz,unnerve,135,2.1,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,false,○
wimpod,767,Wimpod,コソクムシ,Bug,Water,25,35,40,20,30,80,wimpout,,,12,0.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,true,○
golisopod,768,Golisopod,グソクムシャ,Bug,Water,75,125,140,60,90,40,emergencyexit,,,108,2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,false,○
pyukumuku,771,Pyukumuku,ナマコブシ,Water,,55,60,130,30,130,5,innardsout,,unaware,1.2,0.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,false,○
typenull,772,Type: Null,タイプ：ヌル,Normal,,95,95,95,95,95,59,battlearmor,,,120.5,1.9,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,true,○
silvally,773,Silvally,シルヴァディ,Normal,,95,95,95,95,95,95,rkssystem,,,100.5,2.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,false,○
turtonator,776,Turtonator,バクガメス,Fire,Dragon,60,78,135,91,85,36,shellarmor,,,212,2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,false,○
togedemaru,777,Togedemaru,トゲデマル,Electric,Steel,65,98,63,40,73,96,ironbarbs,lightningrod,sturdy,3.3,0.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,false,○
drampa,780,Drampa,ジジーロン,Normal,Dragon,78,60,85,135,91,36,berserk,sapsipper,cloudnine,185,3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,false,○
dhelmise,781,Dhelmise,ダダリン,Ghost,Grass,70,131,100,86,90,40,steelworker,,,210,3.9,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,false,○
tapukoko,785,Tapu Koko,カプ・コケコ,Electric,Fairy,70,115,85,95,75,130,electricsurge,,telepathy,20.5,1.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,false,○
tapulele,786,Tapu Lele,カプ・テテフ,Psychic,Fairy,70,85,75,130,115,95,psychicsurge,,telepathy,18.6,1.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,false,○
tapubulu,787,Tapu Bulu,カプ・ブルル,Grass,Fairy,70,130,115,85,95,75,grassysurge,,telepathy,45.5,1.9,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,false,○
tapufini,788,Tapu Fini,カプ・レヒレ,Water,Fairy,70,75,115,95,130,85,mistysurge,,telepathy,21.2,1.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,false,○
nihilego,793,Nihilego,ウツロイド,Rock,Poison,109,53,47,127,131,103,beastboost,,,55.5,1.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,false,○
buzzwole,794,Buzzwole,マッシブーン,Bug,Fighting,107,139,139,53,53,79,beastboost,,,333.6,2.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,false,○
pheromosa,795,Pheromosa,フェローチェ,Bug,Fighting,71,137,37,137,37,151,beastboost,,,25,1.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,false,○
xurkitree,796,Xurkitree,デンジュモク,Electric,,83,89,71,173,71,83,beastboost,,,100,3.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,false,○
celesteela,797,Celesteela,テッカグヤ,Steel,Flying,97,101,103,107,101,61,beastboost,,,999.9,9.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,false,○
kartana,798,Kartana,カミツルギ,Grass,Steel,59,181,131,59,31,109,beastboost,,,0.1,0.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,false,○
guzzlord,799,Guzzlord,アクジキング,Dark,Dragon,223,101,53,97,53,43,beastboost,,,888,5.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,false,○
marshadow,802,Marshadow,マーシャドー,Fighting,Ghost,90,125,80,90,90,125,technician,,,22.2,0.7,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,false,○
poipole,803,Poipole,ベベノム,Poison,,67,73,67,73,67,73,beastboost,,,1.8,0.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,true,○
naganadel,804,Naganadel,アーゴヨン,Poison,Dragon,73,73,73,127,73,121,beastboost,,,150,3.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,false,○
stakataka,805,Stakataka,ツンデツンデ,Rock,Steel,61,131,211,53,101,13,beastboost,,,820,5.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,false,○
blacephalon,806,Blacephalon,ズガドーン,Fire,Ghost,53,127,53,151,79,107,beastboost,,,13,1.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,false,○
zeraora,807,Zeraora,ゼラオラ,Electric,,88,112,75,102,80,143,voltabsorb,,,44.5,1.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,false,○
meltan,808,Meltan,メルタン,Steel,,46,65,65,55,35,34,magnetpull,,,8,0.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,false,○
melmetal,809,Melmetal,メルメタル,Steel,,135,143,143,80,65,34,ironfist,,,800,2.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,false,○
blipbug,824,Blipbug,サッチムシ,Bug,,25,20,20,25,45,45,swarm,compoundeyes,telepathy,8,0.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,true,○
dottler,825,Dottler,レドームシ,Bug,Psychic,50,35,80,50,90,30,swarm,compoundeyes,telepathy,19.5,0.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,true,○
orbeetle,826,Orbeetle,イオルブ,Bug,Psychic,60,45,110,80,120,90,swarm,frisk,telepathy,40.8,0.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,false,○
nickit,827,Nickit,クスネ,Dark,,40,28,28,47,52,50,runaway,unburden,stakeout,8.9,0.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,true,○
thievul,828,Thievul,フォクスライ,Dark,,70,58,58,87,92,90,runaway,unburden,stakeout,19.9,1.2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,false,○
gossifleur,829,Gossifleur,ヒメンカ,Grass,,40,40,60,40,60,10,cottondown,regenerator,effectspore,2.2,0.4,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,true,○
eldegoss,830,Eldegoss,ワタシラガ,Grass,,60,50,90,80,120,60,cottondown,regenerator,effectspore,2.5,0.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,false,○
wooloo,831,Wooloo,ウールー,Normal,,42,40,55,40,45,48,fluffy,runaway,bulletproof,6,0.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,true,○
dubwool,832,Dubwool,バイウールー,Normal,,72,80,100,60,90,88,fluffy,steadfast,bulletproof,43,1.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,false,○
yamper,835,Yamper,ワンパチ,Electric,,59,45,50,40,50,26,ballfetch,,rattled,13.5,0.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,true,○
boltund,836,Boltund,パルスワン,Electric,,69,90,60,90,60,121,strongjaw,,competitive,34,1,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,false,○
sizzlipede,850,Sizzlipede,ヤクデ,Fire,Bug,50,65,45,50,50,45,flashfire,whitesmoke,flamebody,1,0.7,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,true,○
centiskorch,851,Centiskorch,マルヤクデ,Fire,Bug,100,115,65,90,90,65,flashfire,whitesmoke,flamebody,120,3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,false,○
clobbopus,852,Clobbopus,タタッコ,Fighting,,50,68,60,50,50,32,limber,,technician,4,0.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,true,○
grapploct,853,Grapploct,オトスパス,Fighting,,80,118,90,70,80,42,limber,,technician,39,1.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,false,○
obstagoon,862,Obstagoon,タチフサグマ,Dark,Normal,93,90,101,60,81,95,reckless,guts,defiant,46,1.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,false,○
cursola,864,Cursola,サニゴーン,Ghost,,60,95,50,145,130,30,weakarmor,,perishbody,0.4,1,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,false,○
sirfetchd,865,Sirfetch’d,ネギガナイト,Fighting,,62,135,95,68,82,65,steadfast,,scrappy,117,0.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,false,○
mrrime,866,Mr. Rime,バリコオル,Ice,Psychic,80,85,75,110,100,70,tangledfeet,screencleaner,icebody,58.2,1.5,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,false,○
runerigus,867,Runerigus,デスバーン,Ground,Ghost,58,95,145,50,105,30,wanderingspirit,,,66.6,1.6,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,false,○
dracozolt,880,Dracozolt,パッチラゴン,Electric,Dragon,90,100,90,80,70,75,voltabsorb,hustle,sandrush,190,1.8,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,false,○
arctozolt,881,Arctozolt,パッチルドン,Electric,Ice,90,100,90,90,80,55,voltabsorb,static,slushrush,150,2.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,false,○
dracovish,882,Dracovish,ウオノラゴン,Water,Dragon,90,90,100,70,80,75,waterabsorb,strongjaw,sandrush,215,2.3,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,false,○
arctovish,883,Arctovish,ウオチルドン,Water,Ice,90,90,100,80,90,55,waterabsorb,icebody,slushrush,175,2,normal,base,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,false,○
dragonite-mega,149,Dragonite-Mega,メガカイリュー,Dragon,Flying,91,124,115,145,125,100,multiscale,,,210,2.2,normal,mega,dragonite,dragonitite,,4,,false,○
meganium-mega,154,Meganium-Mega,メガメガニウム,Grass,Fairy,80,92,115,143,115,80,mega-solar,,,100.5,1.8,normal,mega,meganium,meganiumite,,4,,false,○
emboar-mega,500,Emboar-Mega,メガエンブオー,Fire,Fighting,110,148,75,110,110,75,mold-breaker,,,150,1.6,normal,mega,emboar,emboarite,,1,,false,○
feraligatr-mega,160,Feraligatr-Mega,メガオーダイル,Water,Dragon,85,160,125,89,93,78,dragonize,,,88.8,2.3,normal,mega,feraligatr,feraligatrite,,4,,false,○
froslass-mega,478,Froslass-Mega,メガユキメノコ,Ice,Ghost,70,80,70,140,100,120,snowwarning,,,26.6,1.3,normal,mega,froslass,froslassite,,4,,false,○
chesnaught-mega,652,Chesnaught-Mega,メガブリガロン,Grass,Fighting,89,137,172,74,115,44,bulletproof,,,90,1.6,normal,mega,chesnaught,chesnaughtite,,4,,false,○
delphox-mega,655,Delphox-Mega,メガマフォクシー,Fire,Psychic,75,69,72,159,125,134,levitate,,,39,1.5,normal,mega,delphox,delphoxite,,4,,false,○
greninja-mega,658,Greninja-Mega,メガゲッコウガ,Water,Dark,72,125,77,133,81,142,protean,,,40,1.5,normal,mega,greninja,greninjaite,,4,,false,○
floette-mega,670,Floette-Mega,メガフラエッテ,Fairy,,74,85,87,155,148,102,fairy-aura,,,0.9,0.2,normal,mega,floette,floettite,,6,,false,○
hawlucha-mega,701,Hawlucha-Mega,メガルチャブル,Fighting,Flying,78,137,100,74,93,118,no-guard,,,21.5,0.8,normal,mega,hawlucha,hawluchite,,4,,false,○
raichu-alola-mega-x,26,Raichu-Alola-Mega-X,メガアローラライチュウＸ,Electric,,60,135,95,90,95,110,surge-surfer,,,21,0.7,normal,mega,raichu-alola,raichunite-x,,4,,false,
raichu-alola-mega-y,26,Raichu-Alola-Mega-Y,メガアローラライチュウＹ,Electric,,60,100,55,160,80,130,surge-surfer,,,21,0.7,normal,mega,raichu-alola,raichunite-y,,4,,false,
clefable-mega,36,Mega Clefable,メガピクシー,Fairy,,95,80,93,135,110,70,magic-bounce,,,40,1.3,normal,mega,clefable,clefableite,,6,,false,○
victreebel-mega,71,Mega Victreebel,メガウツボット,Grass,Poison,80,125,85,135,95,70,aftermath,,,15.5,1.7,normal,mega,victreebel,victreebelite,,4,,false,○
starmie-mega,121,Mega Starmie,メガスターミー,Water,Psychic,60,100,105,130,105,120,huge-power,,,80,1.1,normal,mega,starmie,starmieite,,-1,,false,○
skarmory-mega,227,Mega Skarmory,メガエアームド,Steel,Flying,65,140,110,40,100,110,stalwart,,,50.5,1.7,normal,mega,skarmory,skarmoryite,,4,,false,○
chimecho-mega,358,Mega Chimecho,メガチリーン,Psychic,Steel,75,50,110,135,120,65,levitate,,,1,0.6,normal,mega,chimecho,chimechoite,,4,,false,○
