slug,num,name_en,name_ja,type,category,power,accuracy,pp,priority,target,short_desc_en,short_desc_ja,include
thunderous-kick,823,Thunderous Kick,らいめいげり,Fighting,Physical,90,100,10,0,normal,100% chance to lower the target's Defense by 1.,雷の　ような　動きで 相手を　翻弄しながら　キックする。 相手の　防御を　さげる。,○
glacial-lance,824,Glacial Lance,ブリザードランス,Ice,Physical,120,100,5,0,allAdjacentFoes,No additional effect. Hits adjacent foes.,吹雪を　まとった　氷の　槍を 相手に　投げつけて　攻撃する。,○
astral-barrage,825,Astral Barrage,アストラルビット,Ghost,Special,120,100,5,0,allAdjacentFoes,No additional effect. Hits adjacent foes.,たくさんの　小さな　霊体を 相手に　ぶつけて　攻撃する。,○
eerie-spell,826,Eerie Spell,ぶきみなじゅもん,Psychic,Special,80,100,5,0,normal,Removes 3 PP from the target's last move.,強力な　サイコパワーで　攻撃。 相手が　最後に　使った技の ＰＰを　３だけ　減らす。,○
dire-claw,827,Dire Claw,フェイタルクロー,Poison,Physical,80,100,15,0,normal,"50% chance to sleep, poison, or paralyze target.",50%の確率で、相手を『どく』『まひ』『ねむり』状態のいずれかにする,○
psyshield-bash,828,Psyshield Bash,バリアーラッシュ,Psychic,Physical,70,90,10,0,normal,100% chance to raise the user's Defense by 1.,攻撃後、100%の確率で自分の『ぼうぎょ』ランクが1段階上がる,○
power-shift,829,Power Shift,パワーシフト,Normal,Status,,,10,0,self,Switches user's Attack and Defense stats.,自分の『こうげき』と『ぼうぎょ』を入れ替える。『ランク』は変化しない。,○
stone-axe,830,Stone Axe,がんせきアックス,Rock,Physical,65,90,15,0,normal,Sets Stealth Rock on the target's side.,攻撃後、相手の場を『ステルスロック』状態にする。,○
springtide-storm,831,Springtide Storm,はるのあらし,Fairy,Special,100,80,5,0,allAdjacentFoes,30% chance to lower the foe(s) Attack by 1.,"相手全体が対象。30%の確率で相手の『こうげき』ランクを1段階下げる。
",○
mystical-power,832,Mystical Power,しんぴのちから,Psychic,Special,70,90,10,0,normal,100% chance to raise the user's Sp. Atk by 1.,100%の確率で自分の『とくこう』ランクを1段階上げる。,○
raging-fury,833,Raging Fury,だいふんげき,Fire,Physical,120,100,10,0,randomNormal,Lasts 2-3 turns. Confuses the user afterwards.,2～3ターン連続で攻撃し、その後自分は1～4ターンの間『こんらん』状態になる。,○
wave-crash,834,Wave Crash,ウェーブタックル,Water,Physical,120,100,10,0,normal,Has 33% recoil.,"	相手に与えたダメージの33%を自分も受ける。
",○
chloroblast,835,Chloroblast,クロロブラスト,Grass,Special,150,95,5,0,normal,User loses 50% max HP.,"攻撃後、自分の最大HPの半分だけ自分もダメージを受ける。
",○
mountain-gale,836,Mountain Gale,ひょうざんおろし,Ice,Physical,100,85,10,0,normal,30% chance to make the target flinch.,"	30%の確率で相手をひるませる。
",○
victory-dance,837,Victory Dance,しょうりのまい,Fighting,Status,,,10,0,self,"Raises the user's Attack, Defense, Speed by 1.",自分の『こうげき』『ぼうぎょ』『すばやさ』ランクを1段階ずつ上げる。,○
headlong-rush,838,Headlong Rush,ぶちかまし,Ground,Physical,120,100,5,0,normal,Lowers the user's Defense and Sp. Def by 1.,攻撃後、自分の『ぼうぎょ』『とくぼう』ランクが1段階ずつ下がる。特性『てつのこぶし』の時、威力が1.2倍になる。,○
barb-barrage,839,Barb Barrage,どくばりセンボン,Poison,Physical,60,100,10,0,normal,50% psn. 2x power if target already poisoned.,50%の確率で相手を『どく』状態にする。また、相手が『どく』状態の時、威力が2倍になる。,○
esper-wing,840,Esper Wing,オーラウイング,Psychic,Special,80,100,10,0,normal,100% chance to raise user Speed by 1. High crit.,急所に当たりやすい(急所ランク:+1)。攻撃後、100%の確率で自分の『すばやさ』ランクが1段階上がる。,○
bitter-malice,841,Bitter Malice,うらみつらみ,Ghost,Special,75,100,10,0,normal,100% chance to lower the target's Attack by 1.,100%の確率で相手の『こうげき』ランクを1段階下げる。,○
shelter,842,Shelter,たてこもる,Steel,Status,,,10,0,self,Raises the user's Defense by 2.,自分の『ぼうぎょ』ランクを2段階上げる。,○
triple-arrows,843,Triple Arrows,３ぼんのや,Fighting,Physical,90,100,10,0,normal,"High crit. Target: 50% -1 Defense, 30% flinch.",急所に当たりやすい(急所ランク:+1)。50%の確率で、相手の『ぼうぎょ』ランクを1段階下げる。30%の確率で相手をひるませる。,○
infernal-parade,844,Infernal Parade,ひゃっきやこう,Ghost,Special,60,100,15,0,normal,30% burn. 2x power if target is already statused.,	30%の確率で相手を『やけど』状態にする。相手が状態異常の時、威力が2倍になる。,○
ceaseless-edge,845,Ceaseless Edge,ひけん・ちえなみ,Dark,Physical,65,90,15,0,normal,Sets a layer of Spikes on the opposing side.,"攻撃後、相手の場を『まきびし』状態にする。
",○
bleakwind-storm,846,Bleakwind Storm,こがらしあらし,Flying,Special,100,80,10,0,allAdjacentFoes,30% to lower foe(s) Speed by 1. Rain: can't miss.,相手全体が対象。30%の確率で、相手の『すばやさ』ランクを1段階下げる。天気が『あめ』の時は必ず命中する。,○
wildbolt-storm,847,Wildbolt Storm,かみなりあらし,Electric,Special,100,80,10,0,allAdjacentFoes,20% chance to paralyze foe(s). Rain: can't miss.,相手全体が対象。20%の確率で相手を『まひ』状態にする。天気が『あめ』の時は必ず命中する。,○
sandsear-storm,848,Sandsear Storm,ねっさのあらし,Ground,Special,100,80,10,0,allAdjacentFoes,20% chance to burn foe(s). Can't miss in rain.,,○
lunar-blessing,849,Lunar Blessing,みかづきのいのり,Psychic,Status,,,5,0,allies,"User and allies: healed 1/4 max HP, status cured.",,○
take-heart,850,Take Heart,ブレイブチャージ,Psychic,Status,,,15,0,self,"Cures user's status, raises Sp. Atk, Sp. Def by 1.",,○
tera-blast,851,Tera Blast,テラバースト,Normal,Special,80,100,10,0,normal,"If Terastallized: Phys. if Atk > SpA, type = Tera.",,○
silk-trap,852,Silk Trap,スレッドトラップ,Bug,Status,,,10,4,self,Protects from damaging attacks. Contact: -1 Spe.,,○
axe-kick,853,Axe Kick,かかとおとし,Fighting,Physical,120,90,10,0,normal,30% confusion. User loses 50% max HP if miss.,,○
last-respects,854,Last Respects,おはかまいり,Ghost,Physical,50,100,10,0,normal,+50 power for each time a party member fainted.,,○
lumina-crash,855,Lumina Crash,ルミナコリジョン,Psychic,Special,80,100,10,0,normal,100% chance to lower the target's Sp. Def by 2.,,○
order-up,856,Order Up,いっちょうあがり,Dragon,Physical,80,100,10,0,normal,Curly|Droopy|Stretchy eaten: +1 Atk|Def|Spe.,,○
jet-punch,857,Jet Punch,ジェットパンチ,Water,Physical,60,100,15,1,normal,Usually goes first.,,○
spicy-extract,858,Spicy Extract,ハバネロエキス,Grass,Status,,,15,0,normal,Raises target's Atk by 2 and lowers its Def by 2.,,○
spin-out,859,Spin Out,ホイールスピン,Steel,Physical,100,100,5,0,normal,Lowers the user's Speed by 2.,,○
population-bomb,860,Population Bomb,ネズミざん,Normal,Physical,20,90,10,0,normal,Hits 10 times. Each hit can miss.,,○
ice-spinner,861,Ice Spinner,アイススピナー,Ice,Physical,80,100,15,0,normal,Ends the effects of terrain.,,○
glaive-rush,862,Glaive Rush,きょけんとつげき,Dragon,Physical,120,100,5,0,normal,User takes sure-hit 2x damage until its next turn.,,○
revival-blessing,863,Revival Blessing,さいきのいのり,Normal,Status,,,1,0,self,Revives a fainted Pokemon to 50% HP.,,○
salt-cure,864,Salt Cure,しおづけ,Rock,Physical,40,100,15,0,normal,"Deals 1/8 max HP each turn; 1/4 on Steel, Water.",,○
triple-dive,865,Triple Dive,トリプルダイブ,Water,Physical,30,95,10,0,normal,Hits 3 times.,,○
mortal-spin,866,Mortal Spin,キラースピン,Poison,Physical,30,100,15,0,allAdjacentFoes,"Poisons foes, frees user from hazards/bind/leech.",,○
doodle,867,Doodle,うつしえ,Normal,Status,,100,10,0,adjacentFoe,User and ally's Abilities become target's Ability.,,○
fillet-away,868,Fillet Away,みをけずる,Normal,Status,,,10,0,self,"+2 Attack, Sp. Atk, Speed for 1/2 user's max HP.",,○
kowtow-cleave,869,Kowtow Cleave,ドゲザン,Dark,Physical,85,,10,0,normal,This move does not check accuracy.,,○
flower-trick,870,Flower Trick,トリックフラワー,Grass,Physical,70,,10,0,normal,Always results in a critical hit; no accuracy check.,,○
torch-song,871,Torch Song,フレアソング,Fire,Special,80,100,10,0,normal,100% chance to raise the user's Sp. Atk by 1.,,○
aqua-step,872,Aqua Step,アクアステップ,Water,Physical,80,100,10,0,normal,100% chance to raise the user's Speed by 1.,,○
raging-bull,873,Raging Bull,レイジングブル,Normal,Physical,90,100,10,0,normal,Destroys screens. Type depends on user's form.,,○
make-it-rain,874,Make It Rain,ゴールドラッシュ,Steel,Special,120,100,5,0,allAdjacentFoes,Lowers the user's Sp. Atk by 1. Hits foe(s).,,○
psyblade,875,Psyblade,サイコブレイド,Psychic,Physical,80,100,15,0,normal,During Electric Terrain: 1.5x power.,,○
hydro-steam,876,Hydro Steam,ハイドロスチーム,Water,Special,80,100,15,0,normal,During Sunny Day: 1.5x damage instead of half.,,○
ruination,877,Ruination,カタストロフィ,Dark,Special,,90,10,0,normal,Does damage equal to 1/2 target's current HP.,,○
collision-course,878,Collision Course,アクセルブレイク,Fighting,Physical,100,100,5,0,normal,Deals 1.3333x damage with supereffective hits.,,○
electro-drift,879,Electro Drift,イナズマドライブ,Electric,Special,100,100,5,0,normal,Deals 1.3333x damage with supereffective hits.,,○
shed-tail,880,Shed Tail,しっぽきり,Normal,Status,,,10,0,self,User takes 1/2 its max HP to pass a substitute.,,○
chilly-reception,881,Chilly Reception,さむいギャグ,Ice,Status,,,10,0,all,Starts Snow. User switches out.,,○
tidy-up,882,Tidy Up,おかたづけ,Normal,Status,,,10,0,self,"User +1 Atk, Spe. Clears all substitutes/hazards.",,○
snowscape,883,Snowscape,ゆきげしき,Ice,Status,,,10,0,all,"For 5 turns, snow falls. Ice: 1.5x Def.",,○
pounce,884,Pounce,とびつく,Bug,Physical,50,100,20,0,normal,100% chance to lower the target's Speed by 1.,,○
trailblaze,885,Trailblaze,くさわけ,Grass,Physical,50,100,20,0,normal,100% chance to raise the user's Speed by 1.,,○
chilling-water,886,Chilling Water,ひやみず,Water,Special,50,100,20,0,normal,100% chance to lower the target's Attack by 1.,,○
hyper-drill,887,Hyper Drill,ハイパードリル,Normal,Physical,100,100,5,0,normal,Bypasses protection without breaking it.,,○
twin-beam,888,Twin Beam,ツインビーム,Psychic,Special,40,100,10,0,normal,Hits 2 times in one turn.,,○
rage-fist,889,Rage Fist,ふんどのこぶし,Ghost,Physical,50,100,10,0,normal,+50 power for each time user was hit. Max 6 hits.,,○
armor-cannon,890,Armor Cannon,アーマーキャノン,Fire,Special,120,100,5,0,normal,Lowers the user's Defense and Sp. Def by 1.,,○
bitter-blade,891,Bitter Blade,むねんのつるぎ,Fire,Physical,90,100,10,0,normal,User recovers 50% of the damage dealt.,,○
double-shock,892,Double Shock,でんこうそうげき,Electric,Physical,120,100,5,0,normal,User's Electric type: typeless; must be Electric.,,○
